temperature_C,wt_percent_Cu,wt_percent_Ni,wt_percent_Mn,wt_percent_P,wt_percent_Si,wt_percent_C,log(fluence_n_cm2),log(flux_n_cm2_sec),fluence_n_cm2,flux_n_cm2_sec
285.5555555555555,0.17,0.52,1.315,0.015,0.19,0.185,19.62634036737504,11.53186644360494,4.23e+19,340303521779.4254
276.6666666666667,0.17,0.52,1.315,0.015,0.19,0.185,16.74036268949424,8.419092433757777,5.5e+16,262477713.2559835
281.1111111111111,0.17,0.64,1.478,0.011,0.225,0.217,18.40312052117582,10.86292122908223,2.53e+18,72932521562.65854
281.1111111111111,0.17,0.64,1.478,0.011,0.225,0.217,18.93247376467715,10.8773646569745,8.56e+18,75398838716.95135
281.1111111111111,0.17,0.64,1.478,0.011,0.225,0.217,19.09342168516223,10.81646382784322,1.24e+19,65533570099.78014
281.6666666666667,0.17,0.64,1.478,0.011,0.225,0.217,19.29446622616159,10.7582331212856,1.97e+19,57310357989.00572
288.8888888888889,0.17,0.2,1.403,0.013,0.27,0.235,19.54157924394658,11.59219314108984,3.48e+19,391014750694.3882
280.5555555555555,0.17,0.64,1.478,0.011,0.225,0.217,18.43296929087441,10.89276999878081,2.71e+18,78121396614.54729
281.6666666666667,0.17,0.64,1.478,0.011,0.225,0.217,19.25527250510331,10.85337591117599,1.8e+19,71347031963.47032
283.8888888888889,0.17,0.64,1.478,0.011,0.225,0.217,19.20411998265593,10.50228048870585,1.6e+19,31789265146.63116
279.4444444444445,0.17,0.64,1.478,0.011,0.225,0.217,18.47275644931721,10.89476859633422,2.97e+18,78481735159.81735
282.2222222222222,0.17,0.64,1.478,0.011,0.225,0.217,19.27646180417324,10.85337591117599,1.89e+19,71347031963.47032
283.8888888888889,0.17,0.64,1.478,0.011,0.225,0.217,19.43616264704076,10.62986000219217,2.73e+19,42644203012.64893
291.1111111111111,0.17,0.64,1.478,0.011,0.225,0.217,18.02938377768521,10.41998746045059,1.07e+18,26301920482.65744
290.5555555555555,0.17,0.64,1.478,0.011,0.225,0.217,18.93751789201735,10.79723717457788,8.66e+18,62695616114.01856
286.1111111111111,0.17,0.64,1.478,0.011,0.225,0.217,18.85003325768977,11.28304078900824,7.08e+18,191884895081.2422
286.1111111111111,0.17,0.64,1.478,0.011,0.225,0.217,19.15533603746506,11.1237750515372,1.43e+19,132976547028.6902
276.1111111111111,0.17,0.64,1.478,0.011,0.225,0.217,18.51188336097887,10.94861876481659,3.25e+18,88842089609.68529
276.1111111111111,0.17,0.64,1.478,0.011,0.225,0.217,18.98407703390283,10.93872776348933,9.64e+18,86841589410.08257
276.1111111111111,0.17,0.64,1.478,0.011,0.225,0.217,19.12385164096709,10.91155449093777,1.33e+19,81574513227.09265
276.6666666666667,0.17,0.64,1.478,0.011,0.225,0.217,19.19312459835446,10.7613371694959,1.56e+19,57721441650.72665
275.5555555555555,0.17,0.64,1.478,0.011,0.225,0.217,18.43136376415899,10.81124020704799,2.7e+18,64750064750.06475
275.5555555555555,0.17,0.64,1.478,0.011,0.225,0.217,18.92427928606188,10.87402268115364,8.4e+18,74820857489.7816
275.5555555555555,0.17,0.64,1.478,0.011,0.225,0.217,19.22271647114758,10.76106718301097,1.67e+19,57685569295.08374
290.0,0.17,0.805,1.34,0.005,0.13,0.13,20.13987908640124,12.56584781867352,1.38e+20,3680000000000.0
290.0,0.17,0.63,0.0,0.015,0.0,0.0,19.31386722036915,12.49136169383427,2.06e+19,3100000000000.0
290.0,0.17,0.63,0.0,0.015,0.0,0.0,19.32014628611105,12.66275783168157,2.09e+19,4600000000000.0
290.0,0.17,0.63,0.0,0.015,0.0,0.0,19.35793484700045,12.63346845557959,2.28e+19,4300000000000.0
290.0,0.17,0.63,0.0,0.015,0.0,0.0,19.87098881376058,12.41497334797082,7.43e+19,2600000000000.0
290.0,0.17,0.63,0.0,0.015,0.0,0.0,19.92064500140679,12.64345267648619,8.33e+19,4400000000000.0
290.0,0.17,0.63,0.0,0.015,0.0,0.0,19.93851972517649,12.65321251377534,8.68e+19,4500000000000.0
290.0,0.17,0.62,1.45,0.01,0.0,0.0,19.47712125471966,12.65321251377534,3e+19,4500000000000.0
290.0,0.17,0.62,1.45,0.01,0.0,0.0,19.75587485567249,12.60205999132796,5.7e+19,4000000000000.0
290.0,0.17,0.62,1.45,0.01,0.0,0.0,20.02938377768521,12.57978359661681,1.07e+20,3800000000000.0
290.0,0.17,0.62,1.51,0.009,0.0,0.0,19.49136169383427,12.66275783168157,3.1e+19,4600000000000.0
290.0,0.17,0.62,1.51,0.009,0.0,0.0,19.76342799356294,12.60205999132796,5.8e+19,4000000000000.0
290.0,0.17,0.62,1.51,0.009,0.0,0.0,20.04532297878666,12.60205999132796,1.11e+20,4000000000000.0
288.0,0.17,0.63,1.47,0.015,0.0,0.0,18.90308998699194,12.47712125471966,8e+18,3000000000000.0
288.0,0.17,0.63,1.47,0.015,0.0,0.0,19.43136376415899,12.47712125471966,2.7e+19,3000000000000.0
288.0,0.17,0.63,1.47,0.015,0.0,0.0,19.8750612633917,12.47712125471966,7.5e+19,3000000000000.0
288.0,0.17,0.63,1.47,0.015,0.0,0.0,18.90308998699194,12.47712125471966,8e+18,3000000000000.0
288.0,0.17,0.63,1.47,0.015,0.0,0.0,19.8750612633917,12.47712125471966,7.5e+19,3000000000000.0
290.0,0.1700000017881393,0.6299999952316284,1.480000019073486,0.0149999996647238,0.0,0.0,19.04139268515823,13.23044892137827,1.1e+19,17000000000000.0
290.0,0.1700000017881393,0.6299999952316284,1.480000019073486,0.0149999996647238,0.0,0.0,19.27875360095283,13.23044892137827,1.9e+19,17000000000000.0
289.0,0.1700000017881393,0.6299999952316284,1.480000019073486,0.0149999996647238,0.0,0.0,19.31386722036915,13.23044892137827,2.06e+19,17000000000000.0
289.0,0.1700000017881393,0.6299999952316284,1.480000019073486,0.0149999996647238,0.0,0.0,19.32014628611105,13.23044892137827,2.09e+19,17000000000000.0
290.0,0.1700000017881393,0.6299999952316284,1.480000019073486,0.0149999996647238,0.0,0.0,19.35793484700045,13.23044892137827,2.28e+19,17000000000000.0
290.0,0.1700000017881393,0.6299999952316284,1.480000019073486,0.0149999996647238,0.0,0.0,19.47712125471966,13.23044892137827,3e+19,17000000000000.0
290.0,0.1700000017881393,0.6299999952316284,1.480000019073486,0.0149999996647238,0.0,0.0,19.87098881376058,13.23044892137827,7.43e+19,17000000000000.0
287.0,0.1700000017881393,0.6299999952316284,1.480000019073486,0.0149999996647238,0.0,0.0,19.92064500140679,13.23044892137827,8.33e+19,17000000000000.0
290.0,0.1700000017881393,0.6299999952316284,1.480000019073486,0.0149999996647238,0.0,0.0,19.93851972517649,13.23044892137827,8.68e+19,17000000000000.0
275.0,0.172,0.584,1.16,0.018,0.17,0.2,17.57749179983723,9.152288344383056,3.78e+17,1420000000.0
275.0,0.172,0.584,1.16,0.018,0.17,0.2,17.67024585307412,9.243038048686294,4.68e+17,1750000000.0
276.6666666666667,0.172,0.584,1.16,0.018,0.17,0.2,17.97034687623009,9.245676551436752,9.34e+17,1760664271.861644
276.6666666666667,0.172,0.584,1.16,0.018,0.17,0.2,18.03742649794062,10.04375512696868,1.09e+18,11060000000.0
276.6666666666667,0.172,0.584,1.16,0.018,0.17,0.2,18.22010808804006,10.22634208716363,1.66e+18,16840000000.0
276.6666666666667,0.172,0.584,1.16,0.018,0.17,0.2,18.23557894333013,9.918743085527408,1.7202e+18,8293600000.0
276.6666666666667,0.172,0.584,1.16,0.018,0.17,0.2,18.44009007431328,10.12323077669851,2.7548e+18,13281000000.0
276.6666666666667,0.173,0.107,1.4,0.011,0.024,0.2,17.87273882747267,9.462738114929207,7.46e+17,2902272019.919079
290.0,0.174,0.665,1.465,0.01,0.186,0.219,19.3324384599156,10.6380089093933,2.15e+19,43451913808.21789
287.2222222222222,0.174,0.665,1.465,0.01,0.186,0.219,18.69897000433602,10.72159690180681,5e+18,52674073062.73187
287.7777777777778,0.174,0.665,1.465,0.01,0.186,0.219,18.91645394854993,10.7520663505966,8.25e+18,56502329128.7382
276.6666666666667,0.174,0.665,1.465,0.01,0.186,0.219,18.68841982200271,10.80044713070281,4.88e+18,63160728522.76373
282.2222222222222,0.174,0.665,1.465,0.01,0.186,0.219,19.18752072083646,10.55645442437005,1.54e+19,36012595615.77984
286.1111111111111,0.174,0.665,1.465,0.01,0.186,0.219,18.97726621242729,10.47845960549192,9.49e+18,30092592592.59259
272.2222222222222,0.174,0.665,1.465,0.01,0.186,0.219,19.24551266781415,11.80193053251684,1.76e+19,633768328868.1473
283.3333333333333,0.174,0.665,1.465,0.01,0.186,0.219,19.00432137378264,10.43732890510111,1.01e+19,27373410174.019
278.3333333333333,0.174,0.665,1.465,0.01,0.186,0.219,19.2148438480477,10.71821416036661,1.64e+19,52265385782.28536
296.1111111111111,0.174,0.665,1.465,0.01,0.186,0.219,18.56229286445647,10.40357005745126,3.65e+18,25326201474.99797
292.7777777777778,0.174,0.665,1.465,0.01,0.186,0.219,18.7979596437372,10.30970321913514,6.28e+18,20403431727.25836
296.1111111111111,0.174,0.665,1.465,0.01,0.186,0.219,18.58771096501891,10.43184850522644,3.87e+18,27030153078.67158
292.7777777777778,0.174,0.665,1.465,0.01,0.186,0.219,18.99651167215418,10.3408531641488,9.92e+18,21920636688.4282
285.0,0.174,0.665,1.465,0.01,0.186,0.219,18.89707700320942,10.41963344788958,7.89e+18,26280489364.69565
287.2222222222222,0.174,0.665,1.465,0.01,0.186,0.219,19.0,10.45704577218591,1e+19,28644798539.98607
282.2222222222222,0.174,0.665,1.465,0.01,0.186,0.219,19.2148438480477,10.58249833274211,1.64e+19,38238278568.6573
287.5555555555555,0.174,0.665,1.465,0.01,0.186,0.219,19.39269695325967,10.72070407791202,2.47e+19,52565896778.45539
286.6666666666667,0.174,0.665,1.465,0.01,0.186,0.219,19.16136800223498,10.5217392151903,1.45e+19,33245985810.8884
279.4444444444445,0.174,0.665,1.465,0.01,0.186,0.219,19.17609125905568,11.32125879492719,1.5e+19,209536070377.2991
280.0,0.174,0.665,1.465,0.01,0.186,0.219,19.37657695705651,11.33370230577087,2.38e+19,215626585489.5992
287.2222222222222,0.18,0.16,1.05,0.014,0.2,0.15,18.69897000433602,10.72159690180681,5e+18,52674073062.73187
287.2222222222222,0.18,0.16,1.05,0.014,0.2,0.15,19.28103336724773,10.73495189292818,1.91e+19,54319015864.56535
286.6666666666667,0.18,0.16,1.05,0.014,0.2,0.15,19.34242268082221,10.4182449074479,2.2e+19,26196598709.8318
283.8888888888889,0.18,0.5,1.41,0.01,0.28,0.22,18.41995574848976,10.77502110587615,2.63e+18,59569109226.64349
288.8888888888889,0.18,0.2,1.36,0.011,0.23,0.21,19.54157924394658,11.59219314108984,3.48e+19,391014750694.3882
288.8888888888889,0.18,0.2,1.36,0.011,0.23,0.21,19.5854607295085,11.19985445591019,3.85e+19,158436213991.7696
288.8888888888889,0.18,0.2,1.437,0.011,0.245,0.205,19.24303804868629,11.47513450377377,1.75e+19,298630735416.5814
288.8888888888889,0.18,0.2,1.437,0.011,0.245,0.205,19.54157924394658,11.59219314108984,3.48e+19,391014750694.3882
287.0,0.18,0.16,1.05,0.014,0.2,0.15,19.58206336291171,10.52731631815783,3.82e+19,33675675668.05136
290.0,0.18,0.61,1.27,0.009,0.5,0.08,17.77815125,11.8573325,6e+17,720000000000.0
290.0,0.18,0.61,1.27,0.009,0.5,0.08,17.84509804,11.92427929,7e+17,840000000000.0
290.0,0.18,0.61,1.27,0.009,0.5,0.08,18.2787536,11.92427929,1.9e+18,840000000000.0
290.0,0.18,0.61,1.27,0.009,0.5,0.08,18.53147892,11.8920946,3.4e+18,780000000000.0
290.0,0.18,0.61,1.27,0.009,0.5,0.08,18.8920946,12.0,7.8e+18,1000000000000.0
290.0,0.18,0.61,1.27,0.009,0.5,0.08,19.13353891,11.8920946,1.36e+19,780000000000.0
290.0,0.18,0.61,1.27,0.009,0.5,0.08,19.52113808,11.98677173,3.32e+19,970000000000.0
290.0,0.18,0.61,1.27,0.009,0.5,0.08,17.30103,11.41497335,2e+17,260000000000.0
290.0,0.18,0.61,1.27,0.009,0.5,0.08,17.60205999,11.43136376,4e+17,270000000000.0
290.0,0.18,0.61,1.27,0.009,0.5,0.08,18.0,11.50514998,1e+18,320000000000.0
290.0,0.18,0.61,1.27,0.009,0.5,0.08,18.39794001,11.50514998,2.5e+18,320000000000.0
290.0,0.18,0.61,1.27,0.009,0.5,0.08,18.68124124,11.50514998,4.8e+18,320000000000.0
290.0,0.18,0.61,1.27,0.009,0.5,0.08,18.92941893,11.41497335,8.5e+18,260000000000.0
290.0,0.18,0.61,1.27,0.009,0.5,0.08,19.19589965,11.47712125,1.57e+19,300000000000.0
290.0,0.18,0.61,1.27,0.009,0.5,0.08,17.36172784,10.84509804,2.3e+17,70000000000.0
290.0,0.18,0.61,1.27,0.009,0.5,0.08,17.47712125,11.04139269,3e+17,110000000000.0
290.0,0.18,0.61,1.27,0.009,0.5,0.08,18.0,11.04139269,1e+18,110000000000.0
290.0,0.18,0.61,1.27,0.009,0.5,0.08,18.38021124,10.90308999,2.4e+18,80000000000.0
290.0,0.18,0.61,1.27,0.009,0.5,0.08,18.60205999,10.90308999,4e+18,80000000000.0
270.0,0.18,0.61,1.27,0.009,0.5,0.08,18.5797836,11.96378783,3.8e+18,920000000000.0
270.0,0.18,0.61,1.27,0.009,0.5,0.08,19.18184359,11.96378783,1.52e+19,920000000000.0
270.0,0.18,0.61,1.27,0.009,0.5,0.08,18.63346846,11.39794001,4.3e+18,250000000000.0
270.0,0.18,0.61,1.27,0.009,0.5,0.08,19.23299611,11.5563025,1.71e+19,360000000000.0
270.0,0.18,0.61,1.27,0.009,0.5,0.08,18.41497335,10.90308999,2.6e+18,80000000000.0
270.0,0.18,0.61,1.27,0.009,0.5,0.08,18.61278386,11.07918125,4.1e+18,120000000000.0
310.0,0.18,0.61,1.27,0.009,0.5,0.08,18.60205999,11.99122608,4e+18,980000000000.0
310.0,0.18,0.61,1.27,0.009,0.5,0.08,19.16731733,11.99122608,1.47e+19,980000000000.0
310.0,0.18,0.61,1.27,0.009,0.5,0.08,18.60205999,11.36172784,4e+18,230000000000.0
310.0,0.18,0.61,1.27,0.009,0.5,0.08,19.20411998,11.53147892,1.6e+19,340000000000.0
310.0,0.18,0.61,1.27,0.009,0.5,0.08,18.38021124,10.90308999,2.4e+18,80000000000.0
310.0,0.18,0.61,1.27,0.009,0.5,0.08,18.5797836,11.04139269,3.8e+18,110000000000.0
288.0,0.1800000071525574,0.6949999928474426,1.240000009536743,0.0160000007599592,0.0,0.0,19.83821922190763,12.94147260630022,6.89e+19,8739218670725.521
287.7777777777778,0.1800000071525574,0.550000011920929,1.549999952316284,0.0189999993890523,0.0,0.0,18.94939000664491,12.84509804001426,8.9e+18,7000000000000.0
279.4444444444445,0.185,1.121,1.269,0.012,0.181,0.11,19.17609125905568,11.32125879492719,1.5e+19,209536070377.2991
280.0,0.185,1.121,1.269,0.012,0.181,0.11,19.37657695705651,11.33370230577087,2.38e+19,215626585489.5992
285.5555555555555,0.188,0.315,1.56,0.012,0.153,0.203,18.91381385238371,11.32408759612948,8.2e+18,210905349794.2387
276.6666666666667,0.188,0.315,1.56,0.012,0.153,0.203,16.01283722470517,8.423110968450935,1.03e+16,264917695.473251
285.5555555555555,0.188,0.315,1.56,0.012,0.153,0.203,19.56584781867352,11.47137389490341,3.68e+19,296056018947.5852
276.6666666666667,0.188,0.315,1.56,0.012,0.153,0.203,16.74036268949424,8.419092433757777,5.5e+16,262477713.2559835
290.0,0.1899999976158142,0.75,0.6899999976158142,0.0160000007599592,0.0,0.0,19.34830486304816,13.23044892137827,2.23e+19,17000000000000.0
290.0,0.1899999976158142,0.75,0.6899999976158142,0.0160000007599592,0.0,0.0,19.39269695325967,13.23044892137827,2.47e+19,17000000000000.0
288.0,0.1899999976158142,0.300000011920929,1.230000019073486,0.0160000007599592,0.0,0.0,19.37657695705651,12.94966574342239,2.38e+19,8905652470008.906
288.0,0.1899999976158142,0.300000011920929,1.230000019073486,0.0160000007599592,0.0,0.0,19.37657695705651,12.94966574342239,2.38e+19,8905652470008.906
288.0,0.1899999976158142,0.699999988079071,1.230000019073486,0.0160000007599592,0.0,0.0,19.37657695705651,12.94966574342239,2.38e+19,8905652470008.906
288.0,0.1899999976158142,0.699999988079071,1.230000019073486,0.0160000007599592,0.0,0.0,19.37657695705651,12.94966574342239,2.38e+19,8905652470008.906
285.5555555555555,0.19,0.465,1.19,0.008,0.25,0.197,16.07918124604763,8.778151250383644,1.2e+16,600000000.0
285.5555555555555,0.19,0.465,1.19,0.008,0.25,0.197,18.97772360528885,11.66275783168157,9.5e+18,460000000000.0001
285.5555555555555,0.19,0.465,1.19,0.008,0.25,0.197,19.30102999566398,11.44075429235639,2e+19,275901646581.0268
285.5555555555555,0.19,0.465,1.19,0.008,0.25,0.197,19.63245729218472,11.54488029635208,4.29e+19,350655210295.0408
276.1111111111111,0.19,0.465,1.19,0.008,0.25,0.197,16.71683772329952,8.423159673786987,5.21e+16,264947407.1768709
283.3333333333333,0.19,0.49,1.32,0.011,0.26,0.2,19.01703333929878,10.77786404286917,1.04e+19,59960333932.93668
282.2222222222222,0.19,0.49,1.32,0.011,0.26,0.2,18.92788341033071,10.23874510522505,8.47e+18,17327866974.35394
289.0,0.19,1.08,1.44,0.012,0.0,0.0,18.77815125038364,11.07918124604763,6e+18,120000000000.0
289.0,0.19,1.08,1.44,0.012,0.0,0.0,19.07918124604763,11.07918124604763,1.2e+19,120000000000.0
289.0,0.19,1.08,1.44,0.012,0.0,0.0,19.32221929473392,11.07918124604763,2.1e+19,120000000000.0
289.0,0.19,1.08,1.44,0.012,0.0,0.0,19.47712125471966,11.07918124604763,3e+19,120000000000.0
282.0,0.19,1.15,1.1,0.014,0.12,0.085,18.91381385238371,10.74036268949424,8.2e+18,55000000000.0
282.0,0.19,1.15,1.1,0.014,0.12,0.085,19.19312459835446,10.74036268949424,1.56e+19,55000000000.0
282.0,0.19,1.15,1.1,0.014,0.12,0.085,19.45484486000851,10.74036268949424,2.85e+19,55000000000.0
282.0,0.19,1.15,1.1,0.014,0.12,0.085,19.53402610605614,10.74036268949424,3.42e+19,55000000000.0
282.0,0.19,1.15,1.1,0.014,0.12,0.085,19.73239375982297,10.74036268949424,5.4e+19,55000000000.0
279.4444444444445,0.19,0.56,1.535,0.018,0.454,0.093,18.47275644931721,10.89476859633422,2.97e+18,78481735159.81735
282.2222222222222,0.19,0.56,1.535,0.018,0.454,0.093,19.27646180417324,10.85337591117599,1.89e+19,71347031963.47032
283.8888888888889,0.19,0.56,1.535,0.018,0.454,0.093,19.43616264704076,10.62986000219217,2.73e+19,42644203012.64893
290.0,0.19,0.75,0.0,0.015,0.0,0.0,19.34830486304816,12.46239799789896,2.23e+19,2900000000000.0
290.0,0.19,0.75,0.0,0.015,0.0,0.0,19.39269695325967,12.50514997831991,2.47e+19,3200000000000.0
279.4444444444445,0.194,1.067,1.281,0.009,0.217,0.142,19.17609125905568,11.32125879492719,1.5e+19,209536070377.2991
280.0,0.194,1.067,1.281,0.009,0.217,0.142,19.37657695705651,11.33370230577087,2.38e+19,215626585489.5992
284.4444444444445,0.195,0.597,1.327,0.005,0.229,0.215,18.78175537465247,11.23762578893044,6.05e+18,172832650001.5998
283.3333333333333,0.195,0.597,1.327,0.005,0.229,0.215,19.2380461031288,11.14154431026791,1.73e+19,138530151848.2644
283.8888888888889,0.195,0.597,1.327,0.005,0.229,0.215,19.47421626407625,11.16719868421666,2.98e+19,146959844652.5948
283.8888888888889,0.195,0.597,1.327,0.005,0.229,0.215,19.69284691927723,11.05227708206607,4.93e+19,112791684328.9751
284.4444444444445,0.195,0.597,1.327,0.005,0.229,0.215,18.78175537465247,11.23762578893044,6.05e+18,172832650001.5998
283.3333333333333,0.195,0.597,1.327,0.005,0.229,0.215,19.2380461031288,11.14154431026791,1.73e+19,138530151848.2644
283.8888888888889,0.195,0.597,1.327,0.005,0.229,0.215,19.47421626407625,11.16719868421666,2.98e+19,146959844652.5948
283.8888888888889,0.195,0.597,1.327,0.005,0.229,0.215,19.69284691927723,11.05227708206607,4.93e+19,112791684328.9751
283.3333333333333,0.195,0.597,1.327,0.005,0.229,0.215,19.94051648493257,11.10285513174488,8.72e+19,126722908386.0803
283.3333333333333,0.195,0.597,1.327,0.005,0.229,0.215,19.94051648493257,11.10285513174488,8.72e+19,126722908386.0803
283.8888888888889,0.195,0.597,1.327,0.005,0.229,0.215,19.83250891270623,11.05472018890542,6.8e+19,113427977637.8744
283.8888888888889,0.195,0.597,1.327,0.005,0.229,0.215,19.83250891270623,11.05472018890542,6.8e+19,113427977637.8744
290.0,0.195,0.597,1.327,0.005,0.229,0.215,20.13987908640124,12.56584781867352,1.38e+20,3680000000000.0
284.4444444444445,0.196,1.0,1.347,0.013,0.214,0.097,18.45178643552429,10.85606981558087,2.83e+18,71790969051.24303
283.3333333333333,0.196,1.0,1.347,0.013,0.214,0.097,19.02118929906994,10.75374459088695,1.05e+19,56721092986.29099
282.7777777777778,0.196,1.0,1.347,0.013,0.214,0.097,19.13353890837022,10.47878928346301,1.36e+19,30115444900.78201
283.8888888888889,0.197,0.595,1.29,0.011,0.25,0.22,18.40312052117582,10.75818587856221,2.53e+18,57304124084.94601
280.5555555555555,0.197,0.595,1.29,0.011,0.25,0.22,18.65801139665711,10.79747695370415,4.55e+18,62730240663.5343
277.7777777777778,0.197,0.595,1.29,0.011,0.25,0.22,19.00860017176192,10.79379022119175,1.02e+19,62199976583.53823
275.5555555555555,0.2,0.33,1.49,0.01,0.09,0.15,17.18184358794477,8.726273376495698,1.52e+17,532443312.3018225
283.8888888888889,0.2,0.54,1.31,0.01,0.18,0.2,18.48000694295715,10.90201908997416,3.02e+18,79802976492.47421
283.8888888888889,0.2,0.54,1.31,0.01,0.18,0.2,18.79239168949825,10.7372825817956,6.2e+18,54611308416.48345
283.8888888888889,0.2,0.54,1.31,0.01,0.18,0.2,18.97954837470409,10.70988975612658,9.54e+18,51273121275.44308
283.8888888888889,0.2,0.54,1.31,0.01,0.18,0.2,19.32221929473392,10.66807665033349,2.1e+19,46566827388.74519
283.8888888888889,0.2,0.54,1.31,0.01,0.18,0.2,18.48000694295715,10.90201908997416,3.02e+18,79802976492.47421
283.8888888888889,0.2,0.54,1.31,0.01,0.18,0.2,18.79239168949825,10.7372825817956,6.2e+18,54611308416.48345
283.8888888888889,0.2,0.54,1.31,0.01,0.18,0.2,18.97954837470409,10.70988975612658,9.54e+18,51273121275.44308
283.8888888888889,0.2,0.54,1.31,0.01,0.18,0.2,19.32221929473392,10.66807665033349,2.1e+19,46566827388.74519
275.0,0.2,1.05,1.33,0.019,0.17,0.0,17.61066016308988,9.1846914308176,4.08e+17,1530000000.0
275.0,0.2,1.05,1.33,0.019,0.17,0.0,17.71349054309394,9.287801729930226,5.17e+17,1940000000.0
294.4444444444445,0.2,0.54,1.3,0.008,0.22,0.23,18.02118929906994,10.65315097240359,1.05e+18,44993623760.74704
291.6666666666667,0.2,0.54,1.3,0.008,0.22,0.23,18.81690383937566,10.7095711988631,6.56e+18,51235525963.91519
292.2222222222222,0.2,0.54,1.3,0.008,0.22,0.23,18.8750612633917,10.70047631478225,7.5e+18,50173721493.29839
291.1111111111111,0.2,0.54,1.3,0.008,0.22,0.23,19.03342375548695,10.82365402955631,1.08e+19,66627578487.28747
280.5555555555555,0.2,0.18,1.34,0.014,0.23,0.24,18.66558099101795,10.74807548146541,4.63e+18,55985489721.88634
280.5555555555555,0.2,0.18,1.34,0.014,0.23,0.24,19.19033169817029,10.81193379722215,1.55e+19,64853556485.35567
280.5555555555555,0.2,0.18,1.34,0.014,0.23,0.24,19.35793484700045,10.83679676329642,2.28e+19,68674698795.18071
285.0,0.2,0.18,1.34,0.014,0.23,0.24,18.76863810124761,11.12370345863401,5.87e+18,132954627817.6415
285.0,0.2,0.18,1.34,0.014,0.23,0.24,19.00860017176192,11.09482021685573,1.02e+19,124399953167.0765
284.4444444444445,0.2,0.18,1.34,0.014,0.23,0.24,19.22788670461367,10.89023100694105,1.69e+19,77666012250.09007
285.5555555555555,0.2,0.18,1.34,0.014,0.23,0.24,18.68033551341456,11.07431893683133,4.79e+18,118663987189.244
285.5555555555555,0.2,0.18,1.34,0.014,0.23,0.24,18.72427586960079,10.72304214268099,5.3e+18,52849653306.2743
285.0,0.2,0.18,1.34,0.014,0.23,0.24,19.58771096501891,11.22736994722451,3.87e+19,168799030229.9435
285.0,0.2,0.18,1.34,0.014,0.23,0.24,19.65224634100332,10.84402250828981,4.49e+19,69826859248.21136
283.8888888888889,0.2,0.18,1.34,0.014,0.23,0.24,18.40312052117582,10.75818587856221,2.53e+18,57304124084.94601
280.5555555555555,0.2,0.18,1.34,0.014,0.23,0.24,18.65801139665711,10.79747695370415,4.55e+18,62730240663.5343
277.7777777777778,0.2,0.18,1.34,0.014,0.23,0.24,19.00860017176192,10.79379022119175,1.02e+19,62199976583.53823
275.5555555555555,0.2,0.18,1.34,0.014,0.23,0.24,18.69196510276736,10.25866004458842,4.92e+18,18140950762.80486
277.2222222222222,0.2,1.05,1.28,0.019,0.17,0.11,17.51851393987789,9.06750778650137,3.3e+17,1168174673.973068
277.2222222222222,0.2,1.05,1.28,0.019,0.17,0.11,17.81954393554187,9.14988979401898,6.6e+17,1412179146.478924
276.6666666666667,0.2,0.18,1.34,0.014,0.23,0.24,18.18752072083646,10.19368102954128,1.54e+18,15620000000.0
276.6666666666667,0.2,1.05,1.28,0.019,0.17,0.11,18.25285303097989,10.25911584418507,1.79e+18,18160000000.0
276.6666666666667,0.2,1.05,1.28,0.019,0.17,0.11,18.05307844348342,10.05918461763137,1.13e+18,11460000000.0
276.6666666666667,0.2,1.05,1.28,0.019,0.17,0.11,18.44715803134222,10.13033376849501,2.8e+18,13500000000.0
276.6666666666667,0.2,1.05,1.28,0.019,0.17,0.11,18.2500050284869,9.93316828316062,1.7783e+18,8573700000.0
289.4444444444445,0.2,0.056,1.46,0.01,0.25,0.19,18.79239168949825,11.11749382350721,6.2e+18,131067140199.5603
286.1111111111111,0.2,0.056,1.46,0.01,0.25,0.19,18.90741136077459,10.85230225307193,8.08e+18,71170866452.4494
285.5555555555555,0.2,0.056,1.46,0.01,0.25,0.19,19.32633586092875,11.11995907789545,2.12e+19,131813252952.1195
282.7777777777778,0.2,0.056,1.46,0.01,0.25,0.19,19.33041377334919,10.86312421785989,2.14e+19,72966618113.17871
289.4444444444445,0.2,0.18,1.34,0.014,0.23,0.24,18.79239168949825,11.11749382350721,6.2e+18,131067140199.5603
286.1111111111111,0.2,0.18,1.34,0.014,0.23,0.24,18.90741136077459,10.85230225307193,8.08e+18,71170866452.4494
285.5555555555555,0.2,0.18,1.34,0.014,0.23,0.24,19.32633586092875,11.11995907789545,2.12e+19,131813252952.1195
282.7777777777778,0.2,0.18,1.34,0.014,0.23,0.24,19.33041377334919,10.86312421785989,2.14e+19,72966618113.17871
288.8888888888889,0.2,0.18,1.34,0.014,0.23,0.24,19.24303804868629,11.47513450377377,1.75e+19,298630735416.5814
288.8888888888889,0.2,0.18,1.34,0.014,0.23,0.24,19.54157924394658,11.59219314108984,3.48e+19,391014750694.3882
288.8888888888889,0.2,0.18,1.34,0.014,0.23,0.24,19.5854607295085,11.19985445591019,3.85e+19,158436213991.7696
283.3333333333333,0.2,0.18,1.34,0.014,0.23,0.24,18.77742682238931,11.21792237510033,5.99e+18,165166655637.1738
283.3333333333333,0.2,0.18,1.34,0.014,0.23,0.24,19.10380372095596,11.06592101522781,1.27e+19,116391433003.9914
